num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	bagging_fraction	min_gain_to_split	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
4311	0.0117926092432948	0.955109550292995	6397	374	0.819803202926899	6.93056722854528	0.937795952532465	15			780.106	-0.00111450786875001		0.161999999996624	infill_ei	1.22999999999593	0.00141691370844771	0.939418024695831	43
2521	0.027302875957784	0.570539300037456	6439	172	0.977369942633356	3.50071058586762	0.937739697658529	0			1401.294				initdesign				12
837	0.010712264322958	0.542213581159818	138	431	0.938604770241221	8.11021191379566	0.937627314604504	11			554.896000000001	-0.00151316553516777		0.0970000000015716	infill_ei	1.20799999999872	0.00255303157559175	0.939068564730355	39
5000	0.0420083646351558	0.761384298390933	5631	158	0.869413224808623	3.77285388028246	0.937531207010667	19			695.970000000001	-0.000692984056216907		0.0820000000021537	infill_ei	1.22899999999936	0.00152029995441733	0.939465497769587	47
3695	0.0100183604234638	0.775264244105334	3273	463	0.974385072409051	7.6185768725969	0.937514577755066	7			678.483	-0.00154001101202416		0.0579999999972642	infill_ei	1.13800000000265	0.00268488422445094	0.938978288891555	35
4999	0.0308149034444123	0.523019614551843	5060	557	0.962521947877687	0.0217388258611633	0.937512531448457	17			3231.017	-0.000807346273349455		0.120999999999185	infill_ei	1.41500000000087	0.00267738070089161	0.938730022247394	45
4996	0.0196076757263424	0.581852586681505	8379	21	0.815075135640909	0.0289064575721953	0.93744320395874	34			3017.027	-0.000313699606079594		0.161999999996624	infill_ei	1.29099999999744	0.000924458482611786	0.940017351585723	62
3311	0.01040556062964	0.998789150246092	4470	177	0.976259811492632	15.54298660394	0.937297382141699	3			549.316000000003	-0.00184994300755732		0.202000000001135	infill_ei	1.20899999999892	0.00375468669445964	0.938801441260605	31
794	0.0107596402935796	0.843416769386463	6100	545	0.814554583280995	7.97614574020556	0.937144308288628	0			261.128999999999				initdesign				18
1182	0.0395893707495457	0.501244661944959	2039	628	0.90842654123367	5.0475850477184	0.937050041414406	0			671.459999999999				initdesign				20
4998	0.0100792252193952	0.892210044389126	4827	429	0.600506835742955	2.42382097654586	0.937045610657837	20			1152.325	-0.000783373473877114		0.229999999995925	infill_ei	1.22699999999895	0.0019869391619833	0.939281083846435	48
4994	0.0409322673274541	0.556672230275971	124	481	0.869957617044417	2.6361900202464	0.937029746738586	5			2799.525	-0.0017754860609931		0.132000000001426	infill_ei	1.1359999999986	0.00388845796007083	0.93857279403561	33
4995	0.0118777593706511	0.998623794896598	6429	402	0.906834223982963	13.9862987968587	0.936967111793295	13			755.822	-0.000944786837299991		0.170000000001892	infill_ei	1.17199999999866	0.00343179303812678	0.937579473294707	41
4978	0.0464110045504864	0.633134829299335	1451	219	0.955509410646268	16.8367896499035	0.93675346051226	0			634.939				initdesign				17
2253	0.0307980845658877	0.576061718714552	8162	372	0.779899830253368	4.090807032381	0.93674511152031	0			1271.368				initdesign				4
810	0.0114353083600624	0.511033933424013	6556	395	0.903169174068788	15.2530797894674	0.936578236954992	23			489.576999999998	-0.000967547020563671		0.0650000000023283	infill_ei	1.28500000000349	0.00259964116527314	0.939157532142292	51
4982	0.064460642290159	0.624304978369689	2885	317	0.904625674942202	10.3139220094484	0.936442142429646	35			689.775999999998	-0.00262856630543074		0.0930000000007567	infill_ei	1.54799999999523	0.00346250878850202	0.942165302457447	63
2242	0.0318189483960397	0.999818059576377	7423	146	0.768541866670478	17.3892409847272	0.936408332840724	31			291.966	-0.000453882824614299		0.25800000000163	infill_ei	1.30600000000413	0.00239979685325463	0.938236546260632	59
935	0.0501726944017407	0.576266830997038	1804	299	0.942464838559673	15.542225787871	0.936244603242892	25			507.399000000005	-0.00188335542241448		0.148000000001048	infill_ei	1.25400000000082	0.00286659699173354	0.940766456642868	53
1881	0.023484285014752	0.718700321933476	2493	61	0.641962021687291	6.04559027409063	0.936190301922941	0			328.26				initdesign				10
3502	0.0377704139215547	0.708568572471711	3165	732	0.746209679969097	4.94763457120607	0.936095104788958	0			583.629				initdesign				8
1303	0.0752539126513359	0.838320141993933	5862	214	0.985433606295059	14.5253032138936	0.936044776444908	0			185.307000000001				initdesign				26
1178	0.0151739458174152	0.737129154452684	3199	515	0.804917986753645	11.5840845802517	0.936023762614442	22			273.192000000003	-0.00101975397080121		0.148000000001048	infill_ei	1.29499999999825	0.00166509281503292	0.939919682587735	50
2766	0.0706545626496179	0.942267277729237	4552	507	0.764623233883556	10.0478080802543	0.935980120680242	0			366.155				initdesign				3
3867	0.0333499589619806	0.927502476974244	514	815	0.916005517354569	10.736044837562	0.935921550647678	0			539.163000000001				initdesign				15
3197	0.0580577875637895	0.809133170915897	7129	645	0.933860720374795	9.10348962868983	0.935852235490451	0			444.396				initdesign				7
2328	0.0200962659714997	0.887601695030897	1020	449	0.699122277148236	19.9953652982774	0.935735371432564	0			327.363				initdesign				6
1782	0.054861640440019	0.604852312570104	5311	690	0.887447462038786	17.9459865293576	0.93567734145873	0			476.398				initdesign				9
3258	0.0426306049525791	0.797853349776189	5421	98	0.615948813608065	13.3114525045066	0.935539623767533	0			396.812				initdesign				1
4989	0.0257023058757557	0.996652997767844	2257	571	0.962083707798744	19.9535411171565	0.935351007817775	30			647.898000000001	-0.000458585377840868		0.261999999995169	infill_ei	1.29000000000087	0.00294169235189983	0.937598749815451	58
683	0.0502109602722226	0.759767148962909	8277	587	0.790327842587384	15.5744693117779	0.935300691984409	0			122.317				initdesign				5
2710	0.0108232830539419	0.579249057756973	6225	995	0.984091866111024	6.17206120035081	0.935172747110368	8			1541.191	-0.00137788843969829		0.173999999999069	infill_ei	1.18000000000029	0.0028256241770768	0.93861339352924	36
283	0.0585712449461233	0.89922664095478	4225	305	0.577093116631318	14.0070025267087	0.935078086374711	0			60.5110000000004				initdesign				13
4708	0.0729061907171908	0.610777816229383	9685	974	0.830002063863977	2.75441013457964	0.934902030063698	0			1244.066				initdesign				25
4527	0.0862076918524989	0.76912326481604	7703	412	0.853009864575075	18.5725553068956	0.934863882119352	0			528.678				initdesign				11
4979	0.0244077520534195	0.999986968951732	10	414	0.973122971838396	3.99255349772476	0.934581289429902	14			777.999000000003	-0.00158873301595206		0.15400000000227	infill_ei	1.20899999999892	0.00298899797983564	0.939256255530768	42
3028	0.0181333634870884	0.645158562475811	8872	476	0.534649093326018	16.0841946201918	0.934548806373884	0			418.945				initdesign				27
3332	0.0976363029562165	0.505587718494282	1337	358	0.970591904491326	3.59926225077083	0.934479871425222	9			1730.655	-0.00132051870298547		0.121999999999389	infill_ei	1.16400000000067	0.00327696531996143	0.938169584355793	37
3608	0.0957810671135994	0.968366778241704	166	761	0.864061330472495	0.303600308502777	0.933986122676109	0			734.803				initdesign				28
386	0.0630399488398661	0.695347925749593	3687	328	0.655320306903828	7.43500240238736	0.933984751703777	0			88.698				initdesign				2
3940	0.0804755367357743	0.999446162706794	7392	117	0.59572472226657	9.83342966703502	0.933727698646057	0			438.402999999999				initdesign				14
4946	0.0992012947622338	0.521221549967965	1090	999	0.862330846961194	7.72737259247459	0.932932656432673	6			2590.594	-0.00378009979392761		0.0869999999995343	infill_ei	1.1929999999993	0.00468261952783696	0.941198888521169	34
1008	0.091782391677932	0.739976830461404	4750	943	0.692446130068493	11.8507499638314	0.932089733098729	0			155.506				initdesign				16
1578	0.0994684694898179	0.523452872843561	9332	828	0.564487753536391	17.5365376446663	0.931742879797102	0			848.225				initdesign				22
1970	0.0819327706296999	0.663142602700661	1377	918	0.506765866422663	1.79614120421604	0.930036402609509	0			337.243				initdesign				19
4171	0.0902698475211559	0.546866588901122	3300	9	0.54261173337973	12.1708998154571	0.925916720138078	0			2165.179				initdesign				23
2	0.0672797813435106	0.857728235343814	9179	866	0.673642341303581	1.30226245309739	0.906444166732995	0			12.8130000000001				initdesign				21
